"res.RDT";"res.MS";"res.MSpot"
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;3;3
0;3,00865437819749;3,00946415022543
0;3,00865437819749;3,00946415022543
0;3,01245949071884;3,01377104401114
0;3,01938149953116;3,02147278585454
0;3,03970841100853;3,04409337530508
0;3,08353619093861;3,09301956092266
0;3,16957037316538;3,18958308576066
0;3,19406317529027;3,21726425277064
0;3,21279774080636;3,23855770364945
0;3,2839128837241;3,31914753172933
0;3,31522028527768;3,35472451266304
0;3,38046957888542;3,43021888800229
0;3,47119536473025;3,53664383574219
0;3,54421836853109;3,62442422749651
0;3,59573725511665;3,68808414350844
0;3,6540794815353;3,76178845706605
0;3,68307464716462;3,79905035772656
0;3,68307464716462;3,79905035772656
0;3,68307464716462;3,79905035772656
0;3,68808042207412;3,80562980036608
0;3,7117773904461;3,83679883830917
0;3,73171814198589;3,8631343677049
0;3,78040102044104;3,92791520655536
0;3,85140759679259;4,0234272570804
0;3,89339151038503;4,0810474781615
0;4,04567844961887;4,29449016326058
0;4,14683977273111;4,44066771324144
0;4,34069904444045;4,73448164808863
0;4,54103806079488;5,05412804395809
0;4,74468177987045;5,40419874163156
0;4,92940638390125;5,74735647224833
0;5,03428324243489;5,95789656343233
0;5,22441366026331;6,36354812067783
0;5,29789741343981;6,52969493942671
0;5,49708016920746;7,00701351011556
0;5,65779177570928;7,41350957405243
0;5,71956236334157;7,58248023711801
0;5,86041405900049;7,98799575312957
0;6,03198737924688;8,50336280493924
0;6,11113401884586;8,75808091980982
0;6,14962421740282;8,88951766764347
0;6,18318381982135;9,00738210942146
0;6,25019494726738;9,24662326319249
0;6,29068341636594;9,39412148488975
0;6,34201948199956;9,58599086843252
0;6,4004243134467;9,80897505755706
0;6,56557538339291;10,4557408137354
0;6,74350490847077;11,1625797006839
0;7,27758318358425;13,1684477145796
0;7,8556340978559;15,2094379977802
0;8,00891849136923;15,6911737620144
0;8,40406285887832;16,6197933590891
0;8,81727056473069;17,4383271086189
0;9,33674118871381;18,4377380065918
0;9,64050800656406;18,9791517575076
0;9,97834278948942;19,5340106076762
0;10,3621028653023;20,1162388459766
0;11,5229906190046;21,8233153767639
0;12,4838769224798;23,2468617158742
0;14,2201598617316;25,7775594156676
0;16,4630926048136;28,8303353004835
0;18,3437958324342;31,348710687807
0;19,4193190500334;32,6891910589103
0;22,2365816508404;35,8973292957761
0;26,0325263357992;40,1122054641496
0;29,2393916601224;43,7800562170754
0;36,0335087827781;51,3379878591693
0;44,1046433155338;60,2576507530007
0;54,0119739028041;71,4678052605756
0;65,9104156784425;84,7333016407872
0;79,017007599132;99,6027309868948
0;82,2439060336003;103,39908699558
0;88,8194461492783;111,000032989154
0;100,844341278115;124,488893070101
0;105,348131605527;129,7498902215
0;112,158734611541;137,604635873319
0;117,354652549328;143,527850442738
0;124,783431434376;152,071294774421
0;129,720758060965;157,877274176363
0;146,88524080755;178,834714584418
0;166,087283742001;204,700138043911
0;176,269998542227;220,546969934198
0;180,965553549005;228,63137657084
0;190,594335085;245,855902688345
0;195,398241593118;255,14930658726
0;205,60520461253;276,285751282288
0;215,262330715414;299,351331325256
0;221,031089967209;312,333445089807
0;229,155442093755;330,493963387691
0;233,95021480013;342,202744695412
0;244,380393692357;363,839733307056
0;253,899348846779;384,88771840711
0;264,157463770046;409,635730681888
0;275,570083024522;439,472326069322
0;284,666895706875;465,857554255551
0;292,895638158313;491,401446666942
0;304,181303462995;526,02409663199
0;311,69872637691;548,790461698491
0;314,582939071331;557,37315416207
0;321,768515917416;578,414832739433
1,23337246508615;331,171476851767;605,851320934755
2,68558357331071;342,502491864072;638,770152919563
3,03020844630872;356,621651811985;679,821788922549
3,42341137541879;369,49103588115;718,085025043813
3,88226922141056;382,027940067015;756,12867710375
4,27993191580433;394,33529038673;794,230711366239
4,79705585454975;407,868496573249;837,063387825971
5,47890649627084;420,837828157149;879,102843955431
6,25559935925228;433,391110191544;920,552114986544
7,0976911386087;445,818136702676;962,323177952118
8,02725361827813;458,091016823597;1004,33655198728
9,30332058132791;466,390293712276;1033,26560296763
10,7712596766377;476,394376276347;1068,27404443361
12,5468210233721;486,334374043533;1103,22295259681
14,6358265418211;494,125191925602;1130,58570576802
16,9832704478372;505,675873400482;1170,66426369982
19,6841189175452;514,470388935033;1200,90730667852
22,5625450414536;520,94940938659;1222,67976398463
25,45837259322;530,503278332826;1253,76609790048
28,4337916545127;540,699002512541;1286,09810555479
32,1031123336843;545,663114974757;1301,4314508467
34,1456314019099;560,277070479414;1325,32272892943
35,3439899098002;568,694429793827;1340,52597018125
36,6636352594929;579,36270026204;1359,70378133723
39,2799168165616;602,653214051988;1400,64849375396
39,8487592828933;606,172538488533;1407,92968685564
40,7694260588882;614,301262912021;1425,33074074454
42,1016469721662;626,557526665487;1453,51447558447
43,5324695319024;639,804539794264;1487,48886105567
44,9013504336232;652,450252053212;1524,27670949202
46,1630642689032;664,053012044131;1562,99228655103
47,1416614938691;672,89552987559;1595,05630253153
48,0091767570218;680,653460329487;1624,71942320674
49,11324388052;690,886883583802;1665,40611756671
50,1564904218015;700,565024016385;1705,49177242604
51,1122460475244;709,408472681929;1743,70954016814
51,9778358460958;717,390728943734;1779,75195674046
52,9514426148998;726,497278162466;1822,7638737923
53,6625338086402;733,024728841079;1855,03800783296
54,1965437903298;737,827520711067;1879,90214885297
54,3223653814284;738,577613686742;1883,96644864023
54,863615643436;743,506097922654;1904,73366060391
55,8092143108921;752,386791430182;1948,5221562933
56,0372064861467;754,098733165229;1958,85259632945
56,4984983597494;758,189040426564;1984,01417779554
56,6790197846813;759,482299744233;1992,42610753926
57,286151612784;765,091156087118;2025,28869259539
57,903992717281;770,774927199617;2065,97626314841
58,4839453048171;776,101002679032;2105,34283747252
58,4839453048171;781,1147420728;2143,52185079458
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
58,4839453048171;781,1147420728;0
